carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
liberal,independent,low,False,residential,41,wind,False,suburban,RCV,281833.35,0,0,21471.79,30830.1,9358.31,43.58,False,False,,True,True,9,3,False,0.0,0.0,Complex,154,30830.1,100.0,9358.31,43.58,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,15,water,False,suburban,RCV,512439.1,0,4,91071.01,187261.05,96190.04,105.62,True,True,local,False,False,66,3,True,11865.94,0.42,High-Complexity,148,154581.21,66.03,63510.2,69.74,32679.85,17.45,Policyholder Favorable
tight,independent,high,False,residential,9,fire,False,rural,RCV,383876.12,0,0,47763.77,148171.62,100407.85,210.22,True,False,local,False,False,68,6,True,11828.15,0.59,High-Complexity,217,104777.33,56.78,57013.56,119.37,43394.29,29.29,Split Decision
tight,staff,,True,residential,15,hail,False,suburban,RCV,203265.08,1,0,34499.45,195971.98,161472.53,468.04,True,True,national,True,True,20,1,True,7250.56,0.07,High-Complexity,217,135349.31,62.46,100849.86,292.32,60622.67,30.93,Policyholder Favorable
moderate,staff,,False,residential,22,fire,False,suburban,RCV,561998.09,0,1,99771.03,145982.52,46211.49,46.32,False,False,,False,True,98,6,True,22899.22,0.19,High-Complexity,92,130630.23,66.78,30859.19,30.93,15352.3,10.52,Policyholder Favorable
tight,staff,,True,residential,13,hail,False,rural,RCV,425355.57,1,0,59018.96,217125.54,158106.58,267.89,True,True,national,True,False,16,3,True,3672.36,0.11,High-Complexity,246,202819.89,90.95,143800.92,243.65,14305.66,6.59,Policyholder Favorable
tight,independent,medium,False,residential,26,wind,False,rural,RCV,484204.26,0,0,27553.98,83647.5,56093.52,203.58,True,False,local,True,False,16,1,False,0.0,0.0,Complex,159,39516.79,21.33,11962.81,43.42,44130.71,52.76,Carrier Favorable
moderate,independent,medium,False,residential,41,vehicle_impact,False,rural,RCV,221985.62,0,1,34033.88,63250.24,29216.36,85.84,True,False,local,False,False,15,3,False,0.0,0.0,Complex,124,47705.77,46.8,13671.9,40.17,15544.47,24.58,Split Decision
moderate,independent,high,False,residential,16,hail,False,suburban,RCV,356152.16,0,3,38266.85,147283.32,109016.47,284.88,True,False,local,True,False,19,1,True,21365.98,0.07,Moderate,83,51622.0,12.25,13355.15,34.9,95661.32,64.95,Carrier Favorable
moderate,independent,high,True,residential,28,hail,False,suburban,RCV,495485.42,1,2,73654.32,102936.44,29282.12,39.76,False,False,,True,True,7,3,False,0.0,0.0,High-Complexity,286,77790.76,14.13,4136.44,5.62,25145.68,24.43,Carrier Favorable
liberal,staff,,False,residential,18,hail,False,suburban,RCV,527054.53,0,1,99547.96,125199.08,25651.12,25.77,False,False,,True,False,17,3,False,0.0,0.0,Simple,55,122170.89,88.19,22622.93,22.73,3028.2,2.42,Policyholder Favorable
liberal,staff,,False,residential,31,hail,False,urban,RCV,351989.97,2,0,51338.66,67245.86,15907.2,30.98,False,False,,False,False,55,2,False,0.0,0.0,Moderate,119,59966.9,54.24,8628.24,16.81,7278.96,10.82,Split Decision
liberal,independent,high,False,residential,37,water,False,suburban,RCV,448977.5,0,0,42639.53,52239.28,9599.75,22.51,False,False,,False,False,50,5,True,11054.42,0.6,Complex,162,45215.89,26.84,2576.36,6.04,7023.39,13.44,Carrier Favorable
moderate,staff,,False,residential,7,hail,False,suburban,ACV,389269.3,2,1,25057.94,72220.84,47162.9,188.22,True,False,local,True,True,19,1,False,0.0,0.0,High-Complexity,231,42641.03,37.28,17583.09,70.17,29579.8,40.96,Carrier Favorable
liberal,staff,,False,residential,20,hurricane,True,rural,RCV,348725.15,0,3,44154.62,63659.73,19505.12,44.17,True,False,national,False,False,52,2,False,0.0,0.0,Moderate,57,54927.7,55.23,10773.08,24.4,8732.03,13.72,Split Decision
liberal,independent,medium,True,residential,16,wind,False,suburban,RCV,398120.66,2,1,46712.41,62847.59,16135.19,34.54,True,False,regional,True,True,10,2,False,0.0,0.0,High-Complexity,280,50346.03,22.52,3633.62,7.78,12501.57,19.89,Carrier Favorable
tight,independent,low,False,residential,14,fire,False,urban,RCV,551696.27,0,3,42061.95,121204.04,79142.09,188.16,True,False,local,False,True,178,10,False,0.0,0.0,High-Complexity,179,117545.34,95.38,75483.39,179.46,3658.7,3.02,Policyholder Favorable
tight,independent,low,False,residential,15,wind,False,suburban,RCV,557639.01,0,3,57841.01,228094.72,170253.72,294.35,True,False,regional,True,True,16,1,False,0.0,0.0,High-Complexity,224,73128.9,8.98,15287.89,26.43,154965.82,67.94,Carrier Favorable
moderate,staff,,False,residential,6,hurricane,True,suburban,ACV,273558.41,1,1,34439.7,65252.12,30812.42,89.47,True,False,local,False,False,49,1,False,0.0,0.0,Moderate,85,54366.78,64.67,19927.08,57.86,10885.34,16.68,Policyholder Favorable
liberal,staff,,False,residential,23,water,False,rural,RCV,477769.98,3,1,39952.61,50283.43,10330.82,25.86,True,False,local,False,False,73,2,False,0.0,0.0,Complex,134,42555.72,25.2,2603.11,6.52,7727.71,15.37,Carrier Favorable
moderate,independent,medium,False,residential,23,hail,False,rural,RCV,462786.28,1,0,40154.73,59239.45,19084.72,47.53,False,False,,False,False,16,3,False,0.0,0.0,Complex,145,51566.64,59.8,11411.91,28.42,7672.81,12.95,Split Decision
moderate,independent,high,False,residential,75,hail,False,suburban,ACV,322514.8,0,2,52014.35,108002.62,55988.27,107.64,True,False,regional,True,False,23,3,False,0.0,0.0,Moderate,61,64309.27,21.96,12294.92,23.64,43693.35,40.46,Carrier Favorable
moderate,independent,low,False,residential,22,water,False,urban,ACV,450156.96,0,3,35755.7,64652.93,28897.22,80.82,True,False,local,False,False,60,4,True,9033.1,0.36,High-Complexity,254,64652.93,100.0,28897.22,80.82,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,40,water,False,suburban,RCV,226889.29,0,0,21881.98,36945.24,15063.26,68.84,False,False,,False,False,74,4,True,8767.76,0.35,Complex,157,28364.04,43.03,6482.06,29.62,8581.2,23.23,Split Decision
liberal,independent,medium,False,residential,21,hurricane,True,urban,ACV,529701.89,3,0,64203.79,85148.95,20945.16,32.62,False,False,,False,True,13,1,True,6910.93,0.01,High-Complexity,209,67854.73,17.43,3650.94,5.69,17294.22,20.31,Carrier Favorable
tight,independent,low,False,residential,8,hail,False,urban,RCV,475274.71,0,2,44192.13,155433.46,111241.34,251.72,True,False,national,True,False,19,1,False,0.0,0.0,High-Complexity,163,52513.8,7.48,8321.67,18.83,102919.67,66.21,Carrier Favorable
moderate,staff,,False,residential,14,wind,False,urban,ACV,385017.91,0,1,63256.28,75458.44,12202.15,19.29,False,False,,False,True,30,1,False,0.0,0.0,Complex,155,67271.81,32.91,4015.53,6.35,8186.62,10.85,Carrier Favorable
moderate,independent,high,False,residential,25,hail,True,urban,RCV,563002.54,2,1,54171.52,149140.01,94968.49,175.31,True,False,local,True,False,13,2,False,0.0,0.0,Simple,60,67394.37,13.92,13222.85,24.41,81745.64,54.81,Carrier Favorable
moderate,independent,high,False,residential,4,water,False,urban,ACV,556027.58,0,1,31133.8,67343.16,36209.36,116.3,True,False,local,False,False,69,5,True,2307.41,0.26,Complex,113,53323.99,61.28,22190.18,71.27,14019.18,20.82,Policyholder Favorable
moderate,staff,,False,residential,8,hail,False,rural,RCV,380119.45,0,0,52196.54,68315.13,16118.59,30.88,False,False,,True,False,5,3,True,12489.56,0.49,Complex,81,68315.13,100.0,16118.59,30.88,0.0,0.0,Policyholder Favorable
tight,independent,low,False,residential,13,hail,True,urban,RCV,293293.07,0,1,41348.6,195469.51,154120.91,372.74,True,False,national,True,False,9,3,False,0.0,0.0,Complex,114,58084.92,10.86,16736.32,40.48,137384.59,70.28,Carrier Favorable
moderate,staff,,False,residential,16,wind,False,suburban,RCV,488531.37,0,0,67039.88,74315.64,7275.76,10.85,False,False,,False,False,39,2,False,0.0,0.0,Moderate,78,71614.36,62.87,4574.49,6.82,2701.27,3.63,Policyholder Favorable
moderate,staff,,False,residential,39,wind,False,suburban,ACV,406308.92,2,1,57724.7,119479.16,61754.46,106.98,True,False,local,True,False,14,2,False,0.0,0.0,Complex,128,71811.6,22.81,14086.9,24.4,47667.56,39.9,Carrier Favorable
moderate,independent,medium,False,residential,10,hurricane,True,urban,RCV,595706.7,0,1,77820.54,222275.79,144455.25,185.63,True,False,regional,True,False,10,2,False,0.0,0.0,Simple,64,93072.46,10.56,15251.92,19.6,129203.33,58.13,Carrier Favorable
tight,staff,,False,residential,38,hail,False,rural,RCV,521924.98,0,3,29147.17,62271.17,33124.0,113.64,True,False,local,False,False,53,1,False,0.0,0.0,High-Complexity,257,62008.94,99.21,32861.77,112.74,262.23,0.42,Policyholder Favorable
moderate,independent,medium,False,residential,22,hail,False,rural,RCV,427899.29,1,1,71924.58,201170.58,129246.0,179.7,True,True,national,True,True,22,3,False,0.0,0.0,High-Complexity,274,85772.37,10.71,13847.79,19.25,115398.21,57.36,Carrier Favorable
tight,independent,low,False,residential,18,hail,False,suburban,RCV,224596.67,0,0,24758.17,84583.63,59825.46,241.64,True,True,regional,False,False,23,3,False,0.0,0.0,High-Complexity,252,84583.63,100.0,59825.46,241.64,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,23,vehicle_impact,False,suburban,ACV,455065.71,1,0,51989.63,132032.22,80042.59,153.96,True,False,local,False,False,32,2,True,23855.17,0.06,Complex,124,106897.17,68.6,54907.54,105.61,25135.05,19.04,Policyholder Favorable
moderate,independent,medium,False,residential,26,hail,False,urban,RCV,218894.51,0,1,21579.81,68247.37,46667.55,216.26,True,False,local,True,False,20,3,False,0.0,0.0,Moderate,88,34899.52,28.54,13319.71,61.72,33347.84,48.86,Carrier Favorable
moderate,staff,,False,residential,20,fire,False,suburban,RCV,353037.41,0,1,52603.26,105943.77,53340.51,101.4,True,True,regional,False,False,84,5,True,4668.43,0.06,High-Complexity,174,90240.97,70.56,37637.71,71.55,15702.79,14.82,Policyholder Favorable
moderate,independent,medium,False,residential,41,hail,False,suburban,ACV,376073.79,1,2,26062.66,43595.82,17533.16,67.27,True,True,national,False,True,49,2,False,0.0,0.0,High-Complexity,198,43595.82,100.0,17533.16,67.27,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,16,fire,False,urban,RCV,422072.24,1,0,79404.41,139361.18,59956.78,75.51,True,True,national,False,False,59,4,True,21059.13,0.43,High-Complexity,217,134619.79,92.09,55215.38,69.54,4741.39,3.4,Policyholder Favorable
liberal,independent,low,False,residential,18,hail,False,rural,ACV,590508.03,0,0,45459.15,76205.74,30746.59,67.64,True,False,regional,False,False,28,3,False,0.0,0.0,Complex,153,72832.63,89.03,27373.47,60.22,3373.11,4.43,Policyholder Favorable
tight,staff,,False,residential,28,water,False,suburban,RCV,412742.84,0,1,23541.18,64410.11,40868.92,173.61,True,True,local,False,True,35,3,True,12740.04,0.35,High-Complexity,152,64410.11,100.0,40868.92,173.61,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,25,hurricane,True,suburban,RCV,477968.55,1,2,43656.9,116569.42,72912.52,167.01,True,False,local,True,False,10,1,False,0.0,0.0,Simple,51,61167.27,24.02,17510.37,40.11,55402.14,47.53,Carrier Favorable
moderate,staff,,False,residential,40,hurricane,True,urban,RCV,476890.45,0,0,93202.5,120840.77,27638.27,29.65,False,False,,False,False,51,3,False,0.0,0.0,Moderate,82,113646.36,73.97,20443.86,21.93,7194.41,5.95,Policyholder Favorable
moderate,independent,low,False,residential,12,hurricane,True,rural,ACV,317369.42,1,0,36403.12,111590.69,75187.57,206.54,True,False,local,True,False,21,3,False,0.0,0.0,Complex,168,53746.17,23.07,17343.05,47.64,57844.52,51.84,Carrier Favorable
tight,staff,,False,residential,10,fire,False,suburban,RCV,216774.27,0,0,29904.96,51676.08,21771.12,72.8,False,False,,False,False,194,7,True,21183.02,0.29,High-Complexity,137,47687.63,81.68,17782.68,59.46,3988.45,7.72,Policyholder Favorable
tight,independent,medium,True,residential,13,hurricane,True,suburban,RCV,353065.41,3,2,32516.84,143098.77,110581.93,340.08,True,False,regional,True,False,15,3,False,0.0,0.0,High-Complexity,218,45016.49,11.3,12499.64,38.44,98082.28,68.54,Carrier Favorable
tight,staff,,False,residential,15,hail,False,urban,RCV,294224.74,0,4,52523.21,276963.33,224440.12,427.32,True,True,regional,True,False,16,3,False,0.0,0.0,High-Complexity,201,65188.83,5.64,12665.62,24.11,211774.5,76.46,Carrier Favorable
liberal,independent,low,False,residential,21,hail,False,suburban,ACV,486668.75,0,0,29446.18,50985.37,21539.2,73.15,True,False,local,True,False,11,2,False,0.0,0.0,Moderate,87,50985.37,100.0,21539.2,73.15,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,12,water,False,urban,ACV,536944.51,0,1,77278.27,131497.74,54219.47,70.16,True,False,national,False,False,35,5,False,0.0,0.0,Complex,125,123162.85,84.63,45884.58,59.38,8334.88,6.34,Policyholder Favorable
liberal,staff,,False,residential,27,fire,False,rural,RCV,492200.07,1,0,33562.09,55321.05,21758.96,64.83,False,False,,False,False,158,11,True,20314.4,0.27,High-Complexity,237,44315.91,49.42,10753.82,32.04,11005.14,19.89,Split Decision
moderate,independent,high,False,residential,26,hail,False,suburban,RCV,402957.77,1,2,52782.67,124760.98,71978.31,136.37,True,False,local,True,False,16,3,False,0.0,0.0,Moderate,79,68011.81,21.16,15229.14,28.85,56749.17,45.49,Carrier Favorable
moderate,staff,,False,residential,13,hail,True,rural,RCV,485619.52,2,2,46055.12,106855.31,60800.19,132.02,True,True,local,False,False,33,2,True,17787.48,0.21,High-Complexity,156,95087.85,80.65,49032.72,106.47,11767.47,11.01,Policyholder Favorable
tight,independent,low,False,residential,43,water,False,suburban,RCV,560069.61,0,0,28700.85,90582.26,61881.41,215.61,True,False,local,False,False,30,2,True,16625.35,0.51,High-Complexity,215,90582.26,100.0,61881.41,215.61,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,12,hail,False,suburban,RCV,464323.18,0,3,92344.92,121615.15,29270.23,31.7,True,False,national,True,False,22,2,False,0.0,0.0,Moderate,78,106801.31,49.39,14456.38,15.65,14813.85,12.18,Split Decision
moderate,independent,medium,False,residential,10,water,False,suburban,RCV,522790.96,0,0,43487.15,83601.58,40114.43,92.24,False,False,,False,False,25,2,True,24288.8,0.03,Complex,182,70240.48,66.69,26753.33,61.52,13361.1,15.98,Policyholder Favorable
tight,independent,low,False,residential,16,fire,False,urban,RCV,291935.6,0,1,32177.65,71323.28,39145.62,121.65,True,False,local,False,False,152,9,False,0.0,0.0,High-Complexity,172,71117.11,99.47,38939.46,121.01,206.16,0.29,Policyholder Favorable
moderate,independent,medium,False,residential,7,fire,False,suburban,RCV,433803.96,2,0,63699.84,86568.99,22869.14,35.9,False,False,,False,True,157,5,True,12467.44,0.08,High-Complexity,126,80465.56,73.31,16765.72,26.32,6103.43,7.05,Policyholder Favorable
liberal,staff,,False,residential,6,wind,False,rural,ACV,268019.96,0,0,27762.93,34842.64,7079.7,25.5,False,False,,False,False,41,3,True,5703.42,0.32,Complex,109,33429.58,80.04,5666.65,20.41,1413.05,4.06,Policyholder Favorable
moderate,independent,high,False,residential,45,hurricane,True,suburban,RCV,262088.57,0,1,28167.31,56385.75,28218.44,100.18,True,True,local,False,False,37,1,True,2234.89,0.52,Complex,71,44738.69,58.73,16571.37,58.83,11647.06,20.66,Split Decision
liberal,staff,,False,residential,23,hail,False,suburban,RCV,580735.42,0,2,33524.28,51834.78,18310.5,54.62,True,False,local,False,False,59,1,True,15896.41,0.58,Complex,137,49241.51,85.84,15717.23,46.88,2593.27,5.0,Policyholder Favorable
moderate,staff,,False,residential,17,wind,False,rural,RCV,452254.92,2,0,37176.44,81542.15,44365.7,119.34,True,False,national,False,False,21,1,False,0.0,0.0,Complex,120,61225.45,54.21,24049.01,64.69,20316.7,24.92,Split Decision
liberal,staff,,False,residential,22,vehicle_impact,False,urban,RCV,536547.81,0,0,62705.67,84311.51,21605.84,34.46,False,False,,False,False,31,2,False,0.0,0.0,Simple,59,71810.0,42.14,9104.33,14.52,12501.51,14.83,Split Decision
liberal,staff,,False,residential,43,water,False,suburban,ACV,482882.46,1,0,59353.16,87428.91,28075.75,47.3,False,False,,False,False,22,4,True,19382.84,0.52,Complex,93,76486.91,61.03,17133.75,28.87,10942.0,12.52,Policyholder Favorable
moderate,staff,,False,residential,26,hurricane,True,rural,RCV,492836.5,2,0,32757.91,92839.55,60081.64,183.41,True,False,national,True,False,13,3,False,0.0,0.0,Complex,106,47433.53,24.43,14675.62,44.8,45406.01,48.91,Carrier Favorable
tight,staff,,False,residential,30,wind,False,suburban,RCV,446806.88,1,1,35069.76,188496.99,153427.23,437.49,True,True,local,True,False,15,3,False,0.0,0.0,High-Complexity,167,47082.89,7.83,12013.13,34.25,141414.1,75.02,Carrier Favorable
tight,independent,medium,False,residential,9,fire,False,urban,RCV,449245.94,2,2,66940.97,218591.44,151650.47,226.54,True,True,national,False,False,169,11,False,0.0,0.0,High-Complexity,209,155953.73,58.7,89012.76,132.97,62637.71,28.66,Split Decision
liberal,staff,,False,residential,34,hail,False,rural,RCV,264699.32,0,0,21201.54,28232.11,7030.57,33.16,False,False,,False,True,32,3,False,0.0,0.0,Complex,163,24209.88,42.79,3008.34,14.19,4022.23,14.25,Split Decision
moderate,independent,high,False,residential,39,hail,False,suburban,RCV,509882.75,1,0,45459.13,87516.27,42057.14,92.52,True,False,regional,False,False,19,3,False,0.0,0.0,Moderate,84,62866.45,41.39,17407.32,38.29,24649.82,28.17,Split Decision
moderate,staff,,False,residential,22,wind,False,rural,RCV,265860.77,0,1,35059.29,65901.13,30841.84,87.97,True,False,local,False,False,26,1,False,0.0,0.0,Complex,121,59847.87,80.37,24788.58,70.7,6053.26,9.19,Policyholder Favorable
liberal,staff,,False,residential,30,hail,False,rural,RCV,303068.13,0,1,25503.26,62872.96,37369.71,146.53,True,False,local,True,False,12,2,True,17783.46,0.31,Simple,33,36450.52,29.29,10947.27,42.92,26422.44,42.03,Carrier Favorable
tight,independent,low,False,residential,13,hail,False,suburban,ACV,270574.47,2,0,13144.14,14798.44,1654.3,12.59,False,False,,False,True,45,1,False,0.0,0.0,High-Complexity,151,13862.95,43.45,718.8,5.47,935.5,6.32,Split Decision
liberal,independent,high,False,residential,15,water,False,suburban,RCV,315706.83,1,0,47936.71,71603.89,23667.18,49.37,False,False,,False,False,77,4,True,7270.55,0.18,Complex,170,48253.76,1.34,317.05,0.66,23350.13,32.61,Carrier Favorable
moderate,staff,,False,residential,7,water,False,suburban,ACV,318091.99,1,2,43555.91,55132.24,11576.33,26.58,False,False,,False,False,46,2,False,0.0,0.0,Complex,186,50969.44,64.04,7413.53,17.02,4162.8,7.55,Policyholder Favorable
liberal,staff,,False,residential,34,wind,False,suburban,RCV,238990.28,0,1,34881.4,49503.55,14622.15,41.92,False,False,,True,False,10,2,False,0.0,0.0,Simple,34,49492.68,99.93,14611.28,41.89,10.86,0.02,Policyholder Favorable
moderate,independent,low,False,residential,15,wind,False,suburban,ACV,577659.12,2,3,24243.96,84663.97,60420.01,249.22,True,True,regional,True,False,15,3,True,23482.34,0.08,High-Complexity,158,39326.07,24.96,15082.11,62.21,45337.9,53.55,Carrier Favorable
tight,independent,medium,False,residential,6,fire,False,suburban,ACV,558593.8,0,2,74433.02,196066.75,121633.74,163.41,True,False,national,False,True,144,4,False,0.0,0.0,High-Complexity,157,178838.02,85.84,104405.01,140.27,17228.73,8.79,Policyholder Favorable
moderate,independent,low,False,residential,24,wind,False,urban,RCV,535786.84,0,0,55647.94,112296.81,56648.87,101.8,True,True,regional,True,False,14,1,False,0.0,0.0,Complex,108,69723.21,24.85,14075.27,25.29,42573.6,37.91,Carrier Favorable
moderate,staff,,False,residential,42,hail,False,suburban,RCV,282694.12,0,0,23401.11,26880.71,3479.6,14.87,False,False,,True,False,22,2,False,0.0,0.0,Simple,40,26880.71,100.0,3479.6,14.87,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,15,hail,False,suburban,ACV,257199.86,2,1,24599.57,67891.02,43291.45,175.98,True,False,regional,True,False,23,1,False,0.0,0.0,Moderate,76,42396.47,41.11,17796.9,72.35,25494.55,37.55,Split Decision
moderate,independent,medium,False,residential,8,hail,True,suburban,RCV,485969.25,0,4,21684.92,45087.99,23403.07,107.92,True,True,local,True,False,20,3,False,0.0,0.0,Complex,140,31652.95,42.59,9968.02,45.97,13435.04,29.8,Split Decision
liberal,staff,,False,residential,12,hail,False,rural,RCV,421323.88,1,0,27197.7,33502.64,6304.95,23.18,False,False,,False,False,36,3,False,0.0,0.0,Moderate,71,30084.71,45.79,2887.01,10.61,3417.94,10.2,Split Decision
moderate,independent,high,False,residential,46,hail,False,suburban,ACV,468345.34,2,1,29969.1,74486.03,44516.93,148.54,True,True,national,True,False,24,1,False,0.0,0.0,High-Complexity,187,39535.82,21.49,9566.72,31.92,34950.21,46.92,Carrier Favorable
moderate,staff,,False,residential,16,wind,False,urban,RCV,542251.85,0,2,49553.59,150731.45,101177.86,204.18,True,False,regional,True,False,12,1,False,0.0,0.0,Moderate,66,65460.94,15.72,15907.35,32.1,85270.51,56.57,Carrier Favorable
moderate,staff,,False,residential,28,water,False,urban,RCV,244238.58,0,0,36220.78,76245.15,40024.37,110.5,True,False,local,False,False,38,5,True,6171.76,0.14,Complex,166,64177.01,69.85,27956.23,77.18,12068.14,15.83,Policyholder Favorable
moderate,independent,low,False,residential,32,fire,False,rural,ACV,223912.63,2,1,29762.78,67168.06,37405.28,125.68,True,False,local,False,True,79,11,True,10515.86,0.11,High-Complexity,214,63056.74,89.01,33293.97,111.86,4111.31,6.12,Policyholder Favorable
moderate,independent,medium,False,residential,10,hail,False,urban,RCV,356888.09,1,3,38036.41,70039.86,32003.45,84.14,True,False,regional,False,False,14,1,False,0.0,0.0,Complex,116,55976.76,56.06,17940.35,47.17,14063.1,20.08,Split Decision
moderate,staff,,False,residential,37,fire,False,urban,RCV,594918.17,0,1,31810.53,59054.95,27244.42,85.65,True,False,local,False,False,51,5,True,23248.24,0.52,High-Complexity,232,49420.64,64.64,17610.11,55.36,9634.31,16.31,Policyholder Favorable
moderate,independent,medium,False,residential,12,vehicle_impact,False,suburban,RCV,363425.44,1,2,22472.3,40983.21,18510.92,82.37,True,False,regional,False,False,59,4,False,0.0,0.0,Complex,112,35936.9,72.74,13464.61,59.92,5046.31,12.31,Policyholder Favorable
liberal,independent,medium,False,residential,69,fire,False,urban,RCV,464680.84,0,2,36885.66,80307.7,43422.04,117.72,True,False,regional,False,False,47,4,True,17272.5,0.18,Complex,154,57457.69,47.38,20572.03,55.77,22850.01,28.45,Split Decision
tight,independent,low,False,residential,16,water,False,suburban,RCV,453798.16,0,0,64060.12,230707.16,166647.04,260.14,True,False,local,False,False,17,5,True,16413.87,0.59,High-Complexity,206,230707.16,100.0,166647.04,260.14,0.0,0.0,Policyholder Favorable
tight,independent,low,False,residential,19,hail,False,urban,RCV,544513.37,3,1,74282.44,395509.43,321226.99,432.44,True,True,local,True,False,9,3,False,0.0,0.0,High-Complexity,226,91118.48,5.24,16836.04,22.66,304390.95,76.96,Carrier Favorable
moderate,staff,,False,residential,28,hail,False,urban,RCV,579512.31,0,1,54974.45,192244.24,137269.78,249.7,True,False,national,True,False,8,3,False,0.0,0.0,Moderate,90,68318.5,9.72,13344.04,24.27,123925.74,64.46,Carrier Favorable
moderate,staff,,False,residential,77,water,False,suburban,ACV,356624.64,1,4,19643.24,60799.5,41156.26,209.52,True,True,regional,False,False,44,3,True,18403.14,0.04,High-Complexity,191,41438.21,52.96,21794.97,110.95,19361.3,31.84,Split Decision
liberal,staff,,False,residential,34,hail,False,rural,RCV,331773.9,0,2,29072.01,36467.1,7395.09,25.44,False,False,,True,False,10,1,False,0.0,0.0,Simple,39,33514.46,60.07,4442.45,15.28,2952.64,8.1,Policyholder Favorable
moderate,independent,high,False,residential,29,fire,False,rural,RCV,590968.19,0,1,95106.55,227647.79,132541.24,139.36,True,False,local,False,True,131,5,True,24479.35,0.23,High-Complexity,149,175426.43,60.6,80319.87,84.45,52221.37,22.94,Policyholder Favorable
liberal,staff,,False,residential,19,fire,False,suburban,RCV,541110.08,0,1,27490.5,56325.19,28834.69,104.89,True,False,national,False,False,34,7,True,14517.98,0.08,Complex,130,37290.94,33.99,9800.44,35.65,19034.25,33.79,Carrier Favorable
moderate,staff,,False,residential,44,hail,True,urban,RCV,518287.04,0,1,43220.96,86490.25,43269.29,100.11,True,False,regional,False,False,34,2,False,0.0,0.0,Simple,54,67231.57,55.49,24010.61,55.55,19258.68,22.27,Split Decision
moderate,staff,,False,residential,47,hurricane,True,suburban,RCV,557720.38,1,2,33517.29,52961.28,19443.99,58.01,True,False,local,False,True,30,3,False,0.0,0.0,High-Complexity,187,48023.68,74.61,14506.39,43.28,4937.6,9.32,Policyholder Favorable
moderate,independent,medium,False,residential,8,fire,False,urban,RCV,428748.9,0,1,46922.73,68419.25,21496.53,45.81,False,False,,False,False,159,10,False,0.0,0.0,High-Complexity,222,61157.27,66.22,14234.55,30.34,7261.98,10.61,Policyholder Favorable
moderate,independent,low,False,residential,27,hail,False,suburban,RCV,353771.72,0,2,49488.7,156126.08,106637.38,215.48,True,True,regional,True,False,12,1,False,0.0,0.0,High-Complexity,279,59692.39,9.57,10203.7,20.62,96433.68,61.77,Carrier Favorable
liberal,independent,medium,False,residential,65,wind,True,rural,RCV,391371.47,0,0,22091.8,32522.98,10431.17,47.22,False,False,,True,False,12,2,False,0.0,0.0,Simple,49,28777.44,64.09,6685.64,30.26,3745.53,11.52,Policyholder Favorable
moderate,staff,,False,residential,26,water,False,urban,RCV,247236.7,0,1,40307.94,106136.01,65828.07,163.31,True,True,regional,False,False,43,4,True,18601.63,0.57,High-Complexity,131,100228.5,91.03,59920.57,148.66,5907.5,5.57,Policyholder Favorable
tight,independent,low,False,residential,10,hail,False,suburban,RCV,315970.79,0,0,20639.19,25543.15,4903.96,23.76,False,False,,True,False,16,2,False,0.0,0.0,Complex,167,25543.15,100.0,4903.96,23.76,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,15,hail,False,urban,RCV,363709.09,0,0,31030.2,51885.66,20855.45,67.21,False,False,,False,False,49,3,True,13977.81,0.49,Moderate,61,47375.84,78.38,16345.63,52.68,4509.82,8.69,Policyholder Favorable
liberal,independent,medium,False,residential,47,water,False,suburban,RCV,491422.32,0,1,29114.72,40209.21,11094.49,38.11,False,False,,False,False,46,3,False,0.0,0.0,Moderate,79,34043.49,44.43,4928.77,16.93,6165.72,15.33,Split Decision
moderate,staff,,False,residential,9,fire,False,urban,RCV,319229.98,0,0,34244.05,77829.5,43585.46,127.28,True,False,regional,False,False,88,11,False,0.0,0.0,High-Complexity,280,61327.47,62.14,27083.43,79.09,16502.03,21.2,Policyholder Favorable
moderate,independent,medium,False,residential,1,wind,False,suburban,ACV,453131.73,1,0,49823.23,55475.36,5652.13,11.34,False,False,,False,False,56,3,False,0.0,0.0,Complex,132,52182.02,41.73,2358.78,4.73,3293.35,5.94,Split Decision
tight,staff,,False,residential,9,hail,False,urban,ACV,379324.94,3,2,31890.68,85098.04,53207.36,166.84,True,False,local,False,False,53,1,True,21556.09,0.15,High-Complexity,199,69560.68,70.8,37670.01,118.12,15537.35,18.26,Policyholder Favorable
